事業所名,事業種別,事業内容,事業所所在地,電話番号,PR,adress,lon,lat
1 Life Cafe(ワンライフカフェ）,飲食業,"ペットフォレスト相模原下九沢店内1階に併設してい
る、ワンちゃんと一緒に楽しめるドッグカフェです！お
食事やドリンク・自家製のワンちゃんメニューもご用
意！",下九沢2125-5,042-703-1780,"ご来店いただいたワンちゃんのお写真をInstagramに
て発信させていただきます！",神奈川県相模原市緑区下九沢2125-5,139.337101,35.5819629
トラットリアフォルツア相模原店,小売業,長野県から仕入れたパンの移動販売をしています。,城山1-4-27,026-387-7680,NA,神奈川県相模原市緑区城山1-4-27,139.2888117,35.5905074
ハックルベリー,飲食業,"シチューと冒険を売るお店というコンセプトで営業して
いる今年32年目の飲食店です。",城山4-2-10,042-782-7700,NA,神奈川県相模原市緑区城山4-2-10,139.2900009,35.591283
（株）上野石材商会,その他,墓石販売施工、墓装品販売,寸沢嵐1996-39,042-685-1308,期間中10％OFF,神奈川県相模原市緑区寸沢嵐1996-39,139.2234561,35.5840945
榎本犬猫病院,その他,"動物病院
ペットフード等販売
ペットトリミングサロン
ペットホテル",寸沢嵐848-1,042-685-1101,"ワンちゃんネコちゃんのこと、なんでもご相談ください。
初診の方に限りおすすめフードサンプルプレゼント！
スタッフにおすすめフード希望の旨お伝えください。",神奈川県相模原市緑区寸沢嵐848-1,139.2203533,35.60128450000001
夢造りパン工房 相模湖店,"飲食業/サービス
業","神奈川県内で6店舗展開しているベーカリーです。 
常時100種類以上の商品を取り揃え、焼きたて揚げた
てを提供できるよう、日々心掛けております。",寸沢嵐940-4,042-649-0225,"当店限定の相模湖ちょこくりぃむぱんをはじめ、 
季節限定商品や焼きたてパンでご来店をお待ちしてお
ります。 
500円以上お買い上げのお客様にはドリンクのサービ
スも実施しておりますのでぜひご利用下さい。",神奈川県相模原市緑区寸沢嵐940-4,139.224251,35.60050210000001
新戸キャンプ場,その他,"宿泊業務
キャンプ場",寸沢嵐2362,042-787-0141,NA,神奈川県相模原市緑区寸沢嵐2362,139.2041728,35.5667972
（有）スアラシ:石油,小売業,ガソリンスタンド,寸沢嵐938,042-685-0043,NA,神奈川県相模原市緑区寸沢嵐938,139.2239135,35.6005135
セブンイレブン相模原城山谷ケ原2丁目店,小売業,コンビニエンスストア,谷ケ原2-8‐23,042-783-1668,NA,神奈川県相模原市緑区谷ケ原2-8‐23,139.2925428,35.5906664
（有）宮嵜商店 城山SS,"小売業/サービス
業",フルサービスガソリンスタンド,谷ヶ原1-16-20,042-782-2747,NA,神奈川県相模原市緑区谷ヶ原1-16-20,139.2942238,35.59186529999999
割烹旅館　五本松,"飲食業/サービス
業",割烹旅館,千木良1352,042-685-1370,1日2組限定予約でコロナ対策を徹底しています,神奈川県相模原市緑区千木良1352,139.2043628,35.6263128
岸精肉店,小売業,食肉・食品　販売,千木良1230,042-684-3233,NA,神奈川県相模原市緑区千木良1230,139.205478,35.62069150000001
サンセットメモリー,飲食業,"カラオケスナック
営業時間　18時～24時
定休日　毎週木曜日
無料送迎いたします。
お気軽にお電話ください。",千木良633,042-684-3706,"カラオケの音響、歌いやすさは地域1番。
オゾン発生装置等、感染対策は完璧です。安心してカ
ラオケをお楽しみください。",神奈川県相模原市緑区千木良633,139.2157429,35.6259025
事業所（店舗等）名,"事業種別
事業内容",NA,事業所所在地,電話番号,PR・オトク情報,神奈川県相模原市緑区事業所所在地,139.1828385,35.5781751
（有）中里鈑金工業,その他,"屋根／外壁／雨樋／室内ステレス加工 
の、リフォーム／修理／お掃除",千木良825-4,042-684-3323,"安心の地元の職人です！ 
見積もり無料、お気軽にお問い合わせください。",神奈川県相模原市緑区千木良825-4,139.2093871,35.6171643
なかみせ,小売業,"食料品・酒・たばこ・雑貨・焼き鳥などを販売する小売
店です。",千木良798,042-684-2151,"毎週金曜日～月曜日はチラシ特売日！土日は店頭で
「炭火焼き鳥」を販売しております。個人宅への配達も
承ります。",神奈川県相模原市緑区千木良798,139.2108574,35.615569
ヘアーワークスイノウエ,サービス業,理容業,千木良1229-1,042-684-3230,NA,神奈川県相模原市緑区千木良1229-1,139.2055967,35.6230251
（株）創日,その他,給排水衛生設備工事,鳥屋869-4　2F,042-854-1032,水回りならなんでも,神奈川県相模原市緑区鳥屋869-4　2F,139.2237632,35.54582630000001
鳥居原ふれあいの館,小売業/飲食業,"地場産野菜の直売所
食堂9：00～",鳥屋1674,042-785-7300,"地場産野菜の直売所
手作りこんにゃく、お惣菜の販売
手作りチャーシューのラーメン、
かき揚げそばなど食堂も9：00～営業しています。",神奈川県相模原市緑区鳥屋1674,139.2221316,35.5389046
（有）鳥屋自動車整備工場,サービス業,自動車販売、整備,鳥屋32-3,042-785-7177,NA,神奈川県相模原市緑区鳥屋32-3,139.2328441,35.5563629
美容室choki,サービス業,"ひとり美容室なのでシャンプーから仕上げまでマン
ツーマンです
細かいご要望にもお応えしています",鳥屋754-2,042-785-1331,NA,神奈川県相模原市緑区鳥屋754-2,139.1929609,35.5182825
ベイスターズマートかわせ,小売業,食料品販売,鳥屋789,042-785-0153,NA,神奈川県相模原市緑区鳥屋789,139.2222805,35.5486291
リヴァスポット早戸・早戸川国際マス釣場,"飲食業/サービス
業","丹沢山塊を水源とする早戸川にある管理釣り場です。
ニジマスを毎日放流しております。",鳥屋3627,042-785-0704,NA,神奈川県相模原市緑区鳥屋3627,139.1950539,35.5211385
灯-akari-,飲食業,イタリア料理とお菓子のお店です。,中沢706-4,090-6014-2399,NA,神奈川県相模原市緑区中沢706-4,139.2765192,35.5910528
JA神奈川つくい 串川支店,小売業,NA,長竹795-1,042-784-3131,NA,神奈川県相模原市緑区長竹795-1,139.2607367,35.5683169
JILL,サービス業,"プライベートサロン 
美容室/アイラッシュサロン",長竹379-17,042-850-4150,NA,神奈川県相模原市緑区長竹379-17,139.2648838,35.5703478
nonopo,小売業,"小さな田舎のお花屋さん。生花とドライフラワーを中心
に季節に合わせて観葉植物やPOT苗も取り扱ってい
ます。",長竹1443,080-592-89834,"さがみはらサンキューキャンペーンをご利用のお客
様、生花1000円以上のお買い上げで季節のお花1本
プレゼントいたします。",神奈川県相模原市緑区長竹1443,139.257276,35.5665545
エネオス串川SS,小売業,ガソリンスタンド,長竹1860-3,042-784-0453,NA,神奈川県相模原市緑区長竹1860-3,139.2646883,35.5616494
オキツ 時計店,小売業,時計 宝飾 販売 修理,長竹1536-8,042-784-8000,貴方様の大切な腕時計 電池交換は当店で,神奈川県相模原市緑区長竹1536-8,139.2619139,35.5655794
オギノパン本社工場直売店,小売業,焼きたてパン販売,長竹2841,042-780-8121,"焼きたて、揚げたて、作りたてのパンをお求め頂けま
す。",神奈川県相模原市緑区長竹2841,139.261701,35.5540308
おしゃれの店 ジュン,小売業,手芸用品、たばこ、化粧品を販売しています。,長竹1226-2,042-784-1562,"手芸、干支飾りがたくさん置いてあります。かわいいあ
みぐるみもあります。",神奈川県相模原市緑区長竹1226-2,139.2549799,35.5664765
クリーニングうえはら,サービス業,自家工場完備のクリーニング店です。,長竹1136,042-784-1706,NA,神奈川県相模原市緑区長竹1136,139.2520446,35.566154
（有）志村商店 出光興産津久井給油所,小売業,"ガソリンスタンド
酒類販売",長竹1189-1,042-784-0446,NA,神奈川県相模原市緑区長竹1189-1,139.254109,35.5665862
しんばし理容室,サービス業,理容室,長竹1134-1,042-784-2238,NA,神奈川県相模原市緑区長竹1134-1,139.2518535,35.5665853
津久井の地酒こむろ,小売業,主に地酒販売,長竹662,042-784-1023,NA,神奈川県相模原市緑区長竹662,139.2655825,35.5665059
内藤自動車,サービス業,自動車販売　車検整備　板金塗装,長竹2779-1,042-784-4472,NA,神奈川県相模原市緑区長竹2779-1,139.2624941,35.552993
（資）奈良呉服店,小売業,呉服、洋品、寝装品の販売,長竹1185,042-784-0464,景品サービスセール実施中です。,神奈川県相模原市緑区長竹1185,139.2536834,35.5664932
野楽,飲食業,NA,長竹379-1,042-780-8589,NA,神奈川県相模原市緑区長竹379-1,139.2650754,35.57001899999999
（有）みのわモータース,サービス業,自動車整備、新車・中古車販売、板金・塗装、保険,長竹1128,042-784-0440,NA,神奈川県相模原市緑区長竹1128,139.2505498,35.5665535
JA-SS中野給油所,"小売業／サービ
ス業",ガソリンスタンド,中野981,042-784-2637,NA,神奈川県相模原市緑区中野981,139.2547185,35.5881117
JA神奈川つくい 中野支店,小売業,NA,中野５５０,042-784-1326,NA,神奈川県相模原市緑区中野５５０,139.2547095,35.5861815
JA神奈川つくい 本店,小売業,NA,中野５５０,042-784-1321,NA,神奈川県相模原市緑区中野５５０,139.2547095,35.5861815
maRu HAIR,サービス業,"美容室　カラーカットパーマ・ヘアーケア商品販売等し
ております",中野1810-13,042-814-8019,"カラー、パーマ等のお客様はトラベルセット(シャンプー
・リンス、オイル)をプレゼント　他はバースデイ割引も
あります",神奈川県相模原市緑区中野1810-13,139.2455194,35.589173099999996
（有）MBオート 相模原店,小売業,新車・中古車販売,中野983-3,042-703-8788,NA,神奈川県相模原市緑区中野983-3,139.2542673,35.5877019
事業所（店舗等）名,"事業種別
事業内容",NA,事業所所在地,電話番号,PR・オトク情報,神奈川県相模原市緑区事業所所在地,139.1828385,35.5781751
あぐりんずつくい,小売業,"地元農家の皆さんの朝採れ新鮮野菜が並ぶ農畜産
物直売所です。",中野625-1,042-850-4183,NA,神奈川県相模原市緑区中野625-1,139.2551123,35.5868968
アマリ Family salon,サービス業,ヘアカット,中野1340-7,042-784-0233,NA,神奈川県相模原市緑区中野1340-7,139.2512541,35.58837150000001
荒井珠算塾,サービス業,珠算指導,中野473-9,042-784-0667,NA,神奈川県相模原市緑区中野473-9,139.2550195,35.5837558
（株）池田管工事,その他,空調換気設備・給排水衛生設備・水道施設工事,中野148,042-784-3361,NA,神奈川県相模原市緑区中野148,139.2595932,35.581865
（有）江島商店,小売業,酒類・食料品販売,中野570,042-784-0077,NA,神奈川県相模原市緑区中野570,139.2581469,35.5844232
榎本商店,小売業,NA,中野1331-2,042-784-0032,NA,神奈川県相模原市緑区中野1331-2,139.2496915,35.5887478
大塚産業（株）ENEOSフレンドリーセルフ88,小売業,ガソリンスタンド、タイヤ販売,中野239,042-784-0681,NA,神奈川県相模原市緑区中野239,139.2630166,35.5835847
カシェット,小売業/飲食業,"地場野菜や果物などを使用した、パンや焼き菓子を
作っています。
相模原市推し土産のマシュマロクッキーも製造販売し
ています。",中野452-7,090-9394-6922,NA,神奈川県相模原市緑区中野452-7,139.2527235,35.5844636
カットスタジオコミヤ,サービス業,"理髪
カット
シャンプー
顔剃り
パーマ",中野1018-1,042-784-4304,NA,神奈川県相模原市緑区中野1018-1,139.2543564,35.5863891
（有）苅辺商店,小売業,お米、灯油、エルピーガスの販売,中野1343,042-784-0028,NA,神奈川県相模原市緑区中野1343,139.2519318,35.5885006
久米自動車（株）,サービス業,"スズキの新車販売やお車の修理・車検整備・鈑金修
理・自動車保険など、お車のトータルサービスのお店
です。",中野1768-1,042-784-0685,NA,神奈川県相模原市緑区中野1768-1,139.2498356,35.5899339
